"rnk","val","speech","context"
"cpc3","1K","Mr. Speaker, that question only proves once again that the NDP is ideologically opposed to free trade. On our side of the House, we welcome the ninth round of negotiations as the benefits to Canadian workers and businesses through a free trade agreement with the EU are expected to be enormous: a 20% boost in bilateral trade; a $12 billion annual boost to Canada's economy; 80,000 new jobs for Canadian workers; and $1,000 average extra income for Canadian families.","trade agreement"
"cpc3","1K","Mr. Speaker, no government has been as strong in stepping up for our military, and in particular our veterans, as this Conservative government. After years of neglect by our predecessors in the Liberal government, we have made sure that veterans are getting their due; that includes, of course, enhanced benefits that they will continue to get into the future. We have enhanced those benefits to make up for the deficiencies of the past, improving access to monthly benefits for seriously injured veterans to up to $1,600 per month for life. We have introduced a monthly $1,000 supplement for most seriously injured or ill veterans. We have done numerous other things for our veterans. We will always be there for our veterans.","veterans"
"cpc3","1K","Mr. Speaker, Canadians know that our government's top priority remains completing the economic recovery and creating jobs. With one in five Canadian jobs dependent on trade, a trade agreement with the European Union has the potential to benefit Canada enormously. These benefits include a 20% boost in bilateral trade, almost 80,000 new jobs, and an extra $1,000 for the average Canadian family. Could the parliamentary secretary please give the House an update on the status of our trade negotiations with the European Union?","trade agreement"
"cpc3","1K","Mr. Speaker, I would like to thank the member for Etobicoke Centre for his support for our job-creating pro-trade plan. Yesterday we announced the wrap-up of the ninth round of the comprehensive economic trade agreement with the European Union. The benefits from this trade agreement will be substantial. The hon. member mentioned them all: a 20% boost in bilateral trade, 80,000 new jobs, and nearly $1,000 on average per Canadian family. As we have done throughout negotiations, our government will continue to vigorously defend Canadian interests to ensure that this agreement--","trade agreement"
"cpc3","1K","Mr. Speaker, again, I want to assure the House and the member that this Conservative government does not sign any agreements unless they are in the best interests of Canadians. The benefits of a CIDA agreement are significant. A study indicated that we could expect a 20% increase in bilateral trade between the European Union and Canada, an increase of 80,000 new jobs, a $1,000 increase in the average family's income, and a $12 billion increase in our GDP. It is only this Conservative government that will actually stand up.","trade agreement"
"cpc3","1K","Mr. Speaker, we were successful in signing the comprehensive economic trading agreement with the European Union. There is something that will go up in Canada, without question. There will be a $12 billion annual boost to the Canadian economy, a $1,000 increase to every family's income, and somewhere in the neighbourhood of 80,000 new jobs created. In the meantime, we will continue to look after Canada's best interests, and that includes pharmaceuticals.","trade agreement"
"cpc3","1K","Mr. Speaker, I reject the premise of the hon. member's question but I will tell him what the CETA with Europe will do. It will offer a 20% boost in bilateral trade between Canada and the European Union. It will add a $12 billion annual boost to Canada's economy. It will result in a $1,000 increase in the average Canadian family income and create almost 80,000 new jobs. For the life of me, I will never understand why the NDP is against all the good things that trade can bring to this country.","trade agreement"
"cpc3","1K","Mr. Speaker, obviously the member opposite did not read the transcript. Nothing could be further from the truth. It is very clear that the current habitat policies go well beyond what is necessary to protect fish and fish habitat, and at the jeopardy of Canadians. For example, in 1993 a farmer in Quebec was fined $1,000 for dewatering of his field that had gone through a flood because there were a couple of fish in it. He had to buy a permit for fishing in the last flood because he would have been subject to a $100,000 fine otherwise.","environmental protection"
"cpc3","1K","Mr. Speaker, I would like to thank my colleague for his French and also for the work he is doing with business entrepreneurs in his riding. I congratulate him. I would like to say that we have brought down a budget that is good for consumers, good for entrepreneurs and good for Canadians. The $1,000 hiring credit for small businesses will enable them to keep creating jobs and wealth in Canada. The “Cutting Red Tape” report will enable businesses to focus on what they do best: creating jobs. This is a good budget, and we are proud of it.","small business"
"cpc3","1K","Mr. Speaker, in these challenging times for the global economy, our Conservative government remains squarely focused on what matters to Canadians. A free trade agreement with the European Union is expected to add 80,000 new jobs to our economy. That is like an additional $1,000 in the pocket of every family in the country. Can the hard-working Minister of International Trade share with the House how our government's pro-trade plan is creating jobs, economic growth and long-term prosperity for Canadians from coast to coast to coast?","trade agreement"
"cpc3","1K","Mr. Speaker, let us recall the Liberal record on immigration. When the Liberals came to office, what is the first thing they did? They cut immigration by a third between 1993 and 1997. The second thing they did was immediately impose a $1,000 head tax on all newcomers to Canada. The third thing they did was to cut settlement funding for newcomers to Canada. The fourth thing they did was, through incompetence, run up a backlog of 840,000 newcomers in our system waiting for seven or eight years. We are proud of our record of cleaning up the problems that we inherited from the Liberals in our immigration system.","immigration tax"
"cpc3","1K","Mr. Speaker, one of the first things that our government did when we first became government was to introduce the apprenticeship incentive grant. It is $1,000 a year for each of the first two years for people who sign up for apprenticeships. Then we brought in the apprenticeship completion grant, as well as tax relief for employers who take on apprentices. This will come as no surprise, but the NDP voted against all of those initiatives to help people become apprentices. In budget 2013 there is also a new program called the Canada jobs grant. In this program we will be working with industry and the provinces to make sure that young people and those who are already in the workforce or who perhaps are not working right now get access to the training that they need for the jobs that are in demand.","apprenticeship incentive grant"
"cpc3","1K","Mr. Speaker, I would like to congratulate the member for Winnipeg North, because the first question he has asked on immigration in weeks he managed to get in at the end of question period on a Friday. That just shows how much the Liberals regard immigration matters. The Liberals never achieved a 12-month processing time for citizenship applications. They left behind a massive backlog, just like they left behind a backlog of nearly 900,000 applications for permanent residency—people were waiting for seven to eight years—just like they imposed a $1,000 right-of-landing fee and froze settlement funding for newcomers. Their record was one of abysmal failure on immigration.","immigration tax"
"cpc3","1K","Mr. Speaker, these members acted in good faith. They were democratically elected by their constituents. The Elections Act is also very clear that loans to candidates that are not repaid become donations and that donations of more than $1,000 are illegal. Liberal leadership candidates also received illegal donations. When will the Liberal Party be accountable for those illegal donations?","political donations"
"cpc3","1K","Mr. Speaker, these negotiations are the most open and transparent that Canada has ever undertaken. In fact, the provinces are at the negotiating table when it comes to matters within their jurisdiction. Our government is committed to keeping Canadians informed and to consulting extensively on this agreement. I would also remind the member that this agreement will be Canada's most comprehensive ever, one that will open up new opportunities for Canada's exporters and manufacturers. It is expected to increase our GDP by $12 billion a year, which is the equivalent of 80,000 new jobs in Canada, or $1,000 for each Canadian in extra income per year. Those members should get on side with this program.","trade agreement"
"ndp3","1B","Mr. Speaker, in just three years, Conservatives have cut over $1 billion in research funding, and they have slashed the jobs of over 4,000 government scientists. Conservatives claimed that the cuts would all be to the backrooms, but Statistics Canada confirms that front-line scientists were eliminated by the thousands. Muzzling scientists, gutting research funding, failing to collect data—this government's poor record and ideological cuts to research are hurting Canada's capacity for innovation. When will the Conservative war on science ever end?","research funding"
"ndp3","1B","Mr. Speaker, I would rather rely on Statistics Canada data than on PMO spin. According to the latest numbers from Statistics Canada, the Conservatives have cut over $1 billion from funding for science since 2011. The Conservatives' war on science has put 4,000 federal researchers responsible for protecting our safety and our environment out of a job. When will the Conservatives put an end to their war on science?","research funding"
"ndp3","1B","Mr. Speaker, after years happily raiding the EI fund for more than $57 billion, Conservatives and Liberals are now coming up with new ways to get workers to pay for their crackpot schemes. Just yesterday, we saw the Liberal leader make a bad idea even worse when he rolled out a plan that his so-called brain trust lowballed by almost $1 billion. I want to call it a battle of wits, but when it comes to EI, both sides seem to be a bit unarmed. Is this the only real debate between the old two parties, how best to use the employment insurance program for anything other than employment or insurance?","unknwon"
"ndp3","1B","Mr. Speaker, it is rather dishonest to pay for election promises by sticking the provinces with the bill. The spokesperson for the Ontario Ministry of Finance stated that “If the federal government wants to reduce taxes in its own budget, it should ensure that there is not a fiscal cost as a byproduct to provinces”. Ontario stands to lose over $1 billion as a result of this measure. This is not the first time that the provinces have had to deal with the negative impact of Conservative decisions. Take for example the health transfers and the employment insurance reform. Does the Conservative government intend to provide financial compensation to the provinces if it moves forward with its promise to institute income splitting?","transfers to provinces"
"ndp3","1B","Mr. Speaker, it will cost $550,000 to create a single job, but Conservatives think they are brilliant at the economy. When it comes to EI, Conservatives and Liberals seem to sing from the same songbook. They both love to raid the EI fund, they both love to cut millions of Canadians off the insurance program, and they both love to invent these hare-brained schemes that just do not work. It has gotten so bad for the Conservatives that the finance minister has to borrow Liberal math to justify his bad programs. Half $1 billion to create 800 jobs is outrageous. When is the government going to withdraw this terrible scheme and bring in a plan that actually puts Canadians back to work?","error"
"ndp3","1B","Mr. Speaker, while the minister is spending hundreds of millions without any government analysis, veterans are facing deep cuts under the Conservatives. They are being told “no” when they are asking for help. Veterans are seeing the offices that served them shuttered by that government. Now we learn that over $1 billion intended to help veterans never got out the door because of Conservative mismanagement. How can the Conservatives justify this while they close veterans offices and shortchange injured soldiers?","veterans affairs"
"ndp3","1B","Mr. Speaker, on my desk right now I have a file from a veteran in B.C. who was denied VIP service. I have another one from Ontario who was denied a hearing aid. I had a World War II veteran who was denied a lift so that he could go up and down his stairs. Why? The department says that it simply cannot finance these types of initiatives, yet we find out that over $1 billion has been sent back. I would like to ask a question directly to the parliamentary secretary. Has he no shame that these veterans and many others go without, while the government transfers $1 billion back to the finance department for its useless tax schemes?","veterans affairs"
"ndp3","1B","Mr. Speaker, I recently met a disabled veteran who was wounded in training. He was forced to retire two years early and is now living on a pension that has been reduced by 35%. The government promised him care and a dignified retirement. He was even offered snow-clearing and lawn-mowing services, even though he lives in a bachelor apartment on the fourth floor. Can the minister explain why the $1 billion budget for veterans was transformed into a tax cut for the wealthy?","veterans affairs"
"ndp3","1B","Mr. Speaker, a number of veterans' groups, including the Royal Canadian Legion, want to know why the Conservatives have withdrawn so much funding earmarked for veterans. More than $1 billion was taken away from veterans and put into the treasury. That is disgusting. That money was promised to veterans. Do the Conservatives have an explanation for our former soldiers who are still waiting for the services they need?","veterans affairs"
"ndp3","1B","Mr. Speaker, yesterday the Conservatives suggested that lapsed funding would simply be carried forward. I have a page from this year's public accounts right here, and of the $167 million that was lapsed last year, zero, zilch, not a penny of that money, can be carried forward. The Conservatives misled veterans. How despicable. The Royal Canadian Legion and Canada's veterans deserve honest answers. Will Conservatives explain why they slashed services and closed offices, and why they pulled away over $1 billion from our nation's veterans?","veterans affairs"
"ndp3","1B","Mr. Speaker, after Conservatives failed to deliver over $1 billion in promised funding to help veterans, and just before a potentially scathing new report from the Auditor General, the minister pops up and recycles an old announcement. Does the minister really think that recycling old commitments is suddenly going to make up for years of neglecting our injured vets and soldiers?","veterans affairs"
"ndp3","1B","Mr. Speaker, for years, the Conservatives denied that there was an urgent need to deal with the mental health of our soldiers and veterans. Instead of providing soldiers and veterans with services, the Conservatives closed offices and tried to save more than $1 billion at their expense. It took a scathing report by the Auditor General and a public relations crisis for the government to finally do something about this. Does the minister really think that he can buy veterans' silence with $200 million?","veterans affairs"
"ndp3","1B","Mr. Speaker, the Auditor General's report is definitive. The Conservatives have failed to provide our veterans with speedy access to mental health care. In some cases, veterans wait up to eight months. The auditor says that is way too long, especially considering the number of veterans who have committed suicide. How can the minister justify sending $1 billion back to the treasury and firing staff when there are such desperate needs?","veterans affairs"
"ndp3","1B","Mr. Speaker, Conservatives are spending public money, and they cannot even keep track of where it is going. They earmarked $4 billion to ensure that General Motors Canada could meet its pension obligations. Very good, but when it became clear it did not need the full amount, they sent $1 billion Canadian to the parent company in the U.S. Could he give us a clear answer? What exactly was the $1 billion spent on?","gm bailout"
"ndp3","1B","Mr. Speaker, I am interested in the industry minister's comment, because Industry Canada has lost $1 billion and cannot tell us where it went. It has no idea where it went. It went to the States? Who knows? That is just one of many programs. It is a theme across the front bench. They constantly say it is the bureaucrats or it is somebody else's problem, but it is not their problem; they are only ministers. “I'm only the Prime Minister”, he says over there. At the end of the day, the Auditor General clearly said they are failing veterans. Can someone over there, just anyone, stand up with a little humility and say to veterans across this country, “We are sorry for what happened to you and we will make it better”?","gm bailout"
"ndp3","1B","Mr. Speaker, distress levels among our veterans are a problem. According to the ombudsman, their suicide rate is 45% higher than in the general population. Alarm bells are going off, but the government is dragging its feet. The Auditor General says that a quarter of veterans have to wait over eight months before receiving mental health care. That is unacceptable. Why is the minister trying to save $1 billion at our veterans' expense?","veterans affairs"
"ndp3","1B","Mr. Speaker, I am glad to see that the Minister of Finance is no longer benched. The Conservatives refuse to be accountable to Canadians about the assistance given to GM. The Auditor General informed us that out of the $4 billion given to GM, $1 billion ended up in the United States. Neither Industry Canada nor Export Development Canada had any records documenting the use of these funds, according to the Auditor General. Can the minister tell us what that money was used for?","gm bailout"
"ndp3","1B","Mr. Speaker, we are talking about $1 billion that was not accounted for here and that went to the U.S. Maybe the minister should show some sense that he realizes this is a problem. Even after rejecting Chrysler and GM's initial plans, the Conservatives never bothered to follow up and look at the automakers' final restructuring. There was a troubling lack of transparency, the kind the Auditor General has flagged again and again. Can the minister even admit that there are problems?","gm bailout"
"ndp3","1B","Mr. Speaker, with $1 billion missing, one would think the government would have at least a little humility and show some contrition to Canadians. Prince Rupert is a beautiful coastal British Columbia community with proud, hard-working Canadians. We can understand their surprise and total frustration that a ferry terminal upgrade at their port will be subject to Buy America policies on a Canadian port on Canadian federal crown land, where no Canadian steel or iron will be used. This is a direct result of Conservative failure to stand up for Canada. Why will the Conservatives not, for once, defend our interests here in Canada?","gm bailout"
"ndp3","1B","Mr. Speaker, the irony is that veterans will never believe Conservative promises again, because Canadians expect some contrition and shame from this minister. The case workers who were fired by the minister were front-line workers who were helping veterans. The Conservative government has closed nine regional offices and has fired a thousand people who helped veterans. It even took $1 billion out of veterans hands, money that was authorized by Parliament for veterans' needs. When will this Conservative decade of darkness for veterans end? When will the government start helping veterans instead of hurting veterans?","veterans affairs"
"ndp3","1B","Mr. Speaker, the Prime Minister tried to have us believe that the staffing cuts would have absolutely no impact on veterans, saying that it was just administrative staff that was cut. That is not true. The Auditor General's report clearly shows that the wait times have direct consequences on the health and quality of life of our veterans. Cutting one in four jobs and closing nine regional offices clearly has an impact on the quality of services. Parliament put $1 billion aside for this purpose. Why was that money not spent?","veterans affairs"
"ndp3","1B","Mr. Speaker, yesterday we learned that in recent years, the Conservatives have paid more than a half million dollars in bonuses to executives at Veterans Affairs. Meanwhile, more than 1,000 employees lost their jobs in that department, which has resulted in cuts to services. Furthermore, $1 billion that should have gone to help veterans was put back into the treasury. Why are the Conservatives rewarding executives, the ones who laid off staff and who talk about saving money on the backs of veterans?","veterans affairs"
"ndp3","1B","Mr. Speaker, the Conservatives cannot just leave $1 billion on the table when our veterans do not even have access to the care and services they were promised. Nor should they close nine regional centres and fire 1,000 people who provide care and services to veterans while at the same time they give managers bonuses. Will the Prime Minister finally realize that veterans have lost confidence in this minister, who refuses to admit his mistakes?","veterans affairs"
"ndp3","1B","Mr. Speaker, rising costs and slipping timelines of the F-35s were laid out in careful detail in yesterday's independent review report. There could be $1 billion more in costs and the final purchase could be pushed back to 2025, a far cry from the $9 billion originally claimed in 2010. The report also says three other jets could equally meet Canada's needs. Will the Conservatives be having an open competition, or are they still in favour of a sole-sourced purchase of the F-35s?","f-35"
"ndp3","1B","Mr. Speaker, as a city councillor and MP, I have been advocating for a new border crossing for the Windsor-Detroit corridor. This is crucial for the economy and prosperity of both Canada and the united States, but the current government has negotiated such a poor deal, Canada has to front nearly $1 billion and pay for both countries. Despite a U.S. federal budget of roughly $3.5 trillion, the Conservatives could not even get the United States to pay for their own customs plaza, leaving it all up to Canadians. This is more ongoing infrastructure incompetence. How did it come to this?","canada-us border"
"ndp3","1B","Mr. Speaker, as the national chief said, we cannot move toward reconciliation when far too many aboriginal communities are living in desperate conditions. Despite that, now we have learned that the Conservatives preferred to leave $1 billion just sitting there in the coffers of the Department of Aboriginal Affairs instead of funding essential services like education and access to clean water and housing. How can the government justify this gross negligence?","aboriginal"
"ndp3","1B","Mr. Speaker, the Conservatives are cutting border services to sign a $1 billion perimeter security deal with the U.S. From softwood lumber to the buy American act, every time the Conservatives negotiate a deal across the border, Canadians lose out, on jobs, the environment, natural resources and privacy. The government has a proven track record of being very bad negotiators. How can Canadians trust the government? What is on the table this time?","border security"
"ndp3","1B","Mr. Speaker, the Prime Minister works harder for the interests of his American friends than for those of Canadian families. We learned today that the perimeter security deal between Canada and the U.S. will cost $1 billion. Once again, this deal is not in the interest of Canadians. The government plans to use money cut from other programs to finance this deal. Why does the Prime Minister want to pay for a deal that will benefit only the U.S. while cutting services offered here in Canada?","border security"
"ndp3","1B","Mr. Speaker, the government keeps going on and on about what it has already done in order to justify turning its back on seniors in desperate need. Figures from the task force on financial literacy completely contradict what the Parliamentary Secretary just said. Every year, $1 billion in old age security benefits goes unclaimed. Furthermore, 70% of seniors who do not receive benefits have an income of less than $10,000. They are spending their golden years in poverty. Is the government trying to save money at the expense of seniors, by refusing to pay them their pensions?","old age security"
"ndp3","1B","Mr. Speaker, today we learned the government's secret border deal with the Americans will cost Canadians a whopping $1 billion, and we still do not even know what the Conservatives are quietly negotiating away. We do not even know if Canadians' privacy will be protected in the secret deal. Every time we ask the government for assurances, we get nothing but silence. Canadians deserve answers, not secrecy, not stonewalling. When will the government come clean with what it is giving over to the Americans on this secret border deal? Canadians deserve to know this now.","border security"
"ndp3","1B","Mr. Speaker, once again, we get a response from a government that is controlling critical information and keeping it from Canadians. This week, Canada and the United States are going to sign a border security agreement. We know that it is going to cost Canadian families at least $1 billion, but that is all we know because the government did not want to table the agreement in Parliament before signing it. Citizens' groups and the Information Commissioner are concerned about the possible infringement of privacy rights. Will the government finally reassure Canadians and tell them what this agreement says?","border security"
"ndp3","1B","Mr. Speaker, we are quite far from the Wheat Board. The Prime Minister is in Washington today to sign a new border agreement with the United States. I guess Canadian politicians can go to Washington after all. Very little information has filtered from these secret negotiations. Canadians have had almost no input. The government will not even say what it has been negotiating away behind closed doors. Could the government confirm that the cost of the new border deal will be $1 billion?","border security"
"ndp3","1B","Mr. Speaker, let me greet the new spokesperson for the President of the Treasury Board. The Conservatives keep reminding us that they spent $1 billion on the green infrastructure fund, but only 10% of that has been spent in three years. In committee, the Parliamentary Secretary to the President of the Treasury Board told us that it takes time to develop projects, but that the Conservatives plan to spend all the money. He never mentioned transfers. Publishing a report on a website but failing to include it in the budget on which parliamentarians vote is anything but transparent. Why does this government refuse to treat parliamentarians with respect? Why this lack of transparency?","infrastructure"
"ndp3","1B","Mr. Speaker, instead of working with the provinces to make our streets and communities safer, the Conservatives are forcing their ineffective and costly prisons agenda on Canadians, costing Ontario taxpayers, for example, $1 billion alone. Why will the government not work with the provinces instead of downloading costs? Does it not agree with New Democrats that the pensions and services that Canadians rely on every day have a higher priority than the billions being spent on its prisons agenda?","prisons"
"ndp3","1B","Mr. Speaker, I listen to the minister just about every day and it is clear that she does not understand that her plan is not working. I will map it out just for Toronto. There are 70,000 households, some 200,000 people, on waiting lists for affordable housing. The backlog for repairs at Toronto Community Housing will be $1 billion by 2015. The government is doing nothing. It says a lot but does nothing. Will the Conservatives commit today to supporting the New Democrats' national housing strategy?","toronto community housing"
"ndp3","1B","Mr. Speaker, over $1 billion lies dormant in the government's coffers, when that money should be spent on upgrading trade corridors. This government has rejected all of the Port of Montreal's funding applications under the Ontario-Quebec continental gateway initiative. After demonstrating such a lack of leadership in the transportation sector in the Montreal region, can the minister explain to us why he is so intent on punishing the south shore by refusing to improve road and port infrastructure?","infrastructure"
"ndp3","1B","Mr. Speaker, there is nothing responsible whatsoever about balancing the books on the backs of the provinces. The Conservatives' costly prison bill will cost the people of Ontario an extra $1 billion. That is more money for prisons, less resources for health care and services that families need. Why do they think taxpayers in Ontario, Quebec, in the west and Atlantic Canada should pay for their irresponsible choices? Why do they not put Canadian families first for a change?","prisons"
"ndp3","1B","Mr. Speaker, I was speaking French and he still did not understand. I was talking about the aboriginal population, which makes up nearly 60% of the prison population in the prairie provinces. As for Quebec, I understood the minister's response, although it does not make sense in terms of the facts. Let us talk about the astronomical costs associated with his prison program. It is scary. Bill C-10 will cost Quebec and Ontario $1 billion each over five years. There will be fewer police officers on our streets and more criminals out of prison without proper preparation. Who is going to pay for all that? Taxpayers will, even though they are already being squeezed. How can the Conservatives justify such recklessness?","prisons"
"ndp3","1B","Mr. Speaker, we in northern Ontario know the economy is suffering under the government's watch. In the March budget, the government chose to cut money that is used for economic development in northern Ontario. It has taken $1 billion from the forestry sector, millions more in tourism and marketing grants that went to small towns like Dryden, Atikokan, Gore Bay, Red Rock, Terrace Bay and many others. Where is the common sense in cutting economic development money for a struggling region during a fragile economic recovery?","forestry"
"ndp3","1B","Mr. Speaker, in October last year the Minister of Public Works and Government Services , with much fanfare, announced a $1 billion contract to upgrade the Canadian army's fleet of LAV III combat vehicles. The General Dynamics Land Systems Edmonton plant was to create 110 secure, highly skilled jobs for five years. I have been advised that only six months later, these workers are already being laid off. Can the Minister of Public Works and Government Services confirm if these promised jobs are being cut?","army combat vehicles"
"ndp3","1B","Mr. Speaker, these were highly skilled, well-paid manufacturing jobs for my province. The workers were promised job security. Was the $1 billion contract contingent upon delivering these Edmonton jobs? It raises an obvious question: how many of the jobs the government claims it has created still exist?","general dynamics contract"
"ndp3","1B","Mr. Speaker, the cost of Canada's mission in Afghanistan continues to rise, long after our combat operation has ended. Because of Conservative mismanagement of our diplomatic relations with the United Arab Emirates and due to the subsequent closure of our base, Camp Mirage, in the country, we now have to pay between $0.5 billion and $1 billion to bring our equipment home. Why do Canadian taxpayers have to foot the bill because of the Conservative diplomatic meltdown with the United Arab Emirates?","afghanistan"
"ndp3","1B","Mr. Speaker, the Conservatives' had the time to figure out how to reduce these expenses, but they did not do it. And now, taxpayers must foot the bill for the Conservatives' incompetence. They will have to pay between $500 million and $1 billion to bring back equipment from Afghanistan. Why did the Conservatives not budget for these expenses from the beginning? Why deliberately take a diplomatic hard line knowing that taxpayers will have to foot the bill?","afghanistan"
"ndp3","1B","Mr. Speaker, today is the kickoff for the new lobster season in southwest Nova Scotia. However, fishermen are concerned about the new regulatory changes that DFO is imposing. The Canadian Independent Fish Harvesters have asked the minister for a year to transition to the new tagging system. They have even reluctantly agreed to pay for it. However, DFO is ignoring them. The east coast lobster fishery brings in $1 billion annually. On behalf of lobster fishermen, their families and coastal communities, why will the minister not stop being uncooperative and agree to this one-year transition?","lobster fshery"
"ndp3","1B","Mr. Speaker, and still he sits, with cover gamely provided by the Minister of Public Works. Yet here is what she once had to say about holding a competition to replace the CF-18, that it “would risk the future of our aerospace industry because any delays, frankly, would be slamming the door shut on Canadian jobs”. Yet today the Conservatives have committed just shy of $1 billion to the joint strike fighter program and Canadian companies have received less than half of that in contracts. Billions of dollars in industrial benefits have been forgone. Are they finally prepared to start an open and transparent process?","f-35"
"ndp3","1B","Mr. Speaker, I guess it is long past the time when the Minister of National Defence can stand up and defend his actions on the F-35 fiasco. That minister once said, “If this procurement is cancelled so another competition can be held, it will cost taxpayers $1 billion and will create an operational gap for the air force in the future”. In 2011, the Prime Minister even said that lives might be lost or at risk if the F-35 was not sole sourced. Will the minister or the Prime Minister either defend these statements or else apologize to Canadians for these outrageous comments?","f-35"
"ndp3","1B","Mr. Speaker, they are making cuts to food safety but increasing the Senate's budget. They are cutting $1 billion from the infrastructure budget but increasing the propaganda budget. Not to mention that VIA Rail's budget is being slashed in half. More money for party friends and propaganda, less money for services for Canadians. Are the estimates a taste of what is to come in the next budget?","infrastructure"
"ndp3","1B","Mr. Speaker, Marine Atlantic ferry rates are increasing on April 1. The fee hikes spell trouble for passenger travel in Newfoundland and Labrador, damaging its crucial tourism industry. It just reached the $1 billion mark. The trucking industry has said it cannot absorb a hike in commercial rates. Higher costs will be passed on to consumers. The price of goods will most definitely increase. Why are the Conservatives pricing the ferries out of service and making life more expensive for Newfoundlanders and Labradorians?","nfld tourism"
"ndp3","1B","Mr. Speaker, this project has been announced, delayed, announced, cancelled and then announced again. Conservative incompetence in managing military projects is mind-boggling. This PBO report shows that the initial cancellation by the government could cost taxpayers over $1 billion, and it has been delayed by years. It is the Minister of National Defence who is responsible for this, and yet he is not even allowed to stand up and explain himself. When will the minister and the government finally take responsibility for their failure to manage this project?","f-35"
"ndp3","1B","Mr. Speaker, it is Conservatives who should redeem themselves because the reality is we would have more than $1 billion less in infrastructure. The reality is that over $1 billion less is being invested in infrastructure. Even the Minister of Finance admitted it yesterday. These cuts will cause the loss of tens of thousands of jobs. The rebuilding of vital roads and bridges will be delayed or even abandoned. Why does the Minister of Finance not take infrastructure funding more seriously?","infrastructure"
"ndp3","1B","Mr. Speaker, it is nice to see the minister default to his talking points. He did not listen to the question: Why do we pay 30% less for education for first nations youth than for other Canadians? The Conservatives' budget is a shell game. There is $1 billion less for infrastructure next year, then funding is frozen for 10 years, so 10 years of darkness for the communities and 10 years of crumbling infrastructure. Do the Conservatives not understand that the costs of government programs have to be adjusted for inflation? Is it incompetence or just dishonesty?","infrastructure"
"ndp3","1B","Mr. Speaker, the Conservatives are just playing a shell game when it comes to infrastructure spending. They are renaming some programs. They are cutting others. However, the net result is clear: over $1 billion taken out of infrastructure spending in each of the next two years. With crumbling bridges, gridlocked roads and transit being starved, it is a shell game that will cost our cities dearly. Why the deception? Why are the Conservatives claiming that their budget increases infrastructure when their own budget numbers contradict them?","infrastructure"
"ndp3","1B","Mr. Speaker, confidential documents on the Giant Mine cleanup demonstrate it actually costs less to protect the environment than to just let polluters off the hook. The Treasury Board now pegs the cost of cleanup of the arsenic trioxide at double the government's previous claim, $903 million. Will the government admit it is wrong? Protecting the environment protects the taxpayer as well. For $1 billion, surely we can find a better way to treat this poison other than freezing it underground.","giant mine cleanup"
"ndp3","1B","Mr. Speaker, today's Auditor General's report is another scathing indictment of Conservative mismanagement. Conservatives have actually lost track of, wait for it, $3.1 billion. The Treasury Board could not provide the Auditor General with even the most basic record to verify this spending. We all remember when the Liberals could not account for $1 billion in spending at HRSDC. Conservatives called it a $1 billion boondoggle. Will the Prime Minister hold his Minister of Public Safety accountable for this $3 billion boondoggle?","missing funds at hrsdc"
"ndp3","1B","Mr. Speaker, we are not talking about the $50 million slush fund for the President of the Treasury Board's gazebos. We are talking about $3.1 billion. When the Liberals lost track of $1 billion at HRDC, the current Minister of National Defence said that the situation was extremely serious and that it warranted an investigation. Can the Prime Minister confirm that he has the same ethical standards as he did then and will he immediately announce an investigation?","missing funds at hrsdc"
"ndp3","1B","Mr. Speaker, the President of the Treasury Board claims the missing money can be found in public accounts, but the truth is, it cannot be found in public accounts. It was not presented to cabinet. It never came before Parliament, and it was hidden from Canadians. When the Liberals lost track of $1 billion, the opposition Conservatives howled with great disdain, yet the President of the Treasury Board continues to pretend that he was not at fault. When will he admit that he has lost track of $3 billion Canadian?","missing funds at hrsdc"
"ndp3","1B","Mr. Speaker, my understanding is that someone, somewhere, entered $3.1 billion in the wrong column in an Excel spreadsheet, but we are not supposed to worry about it because the money was undoubtedly well spent. Is that correct? If we do not know where the money is, how can we be sure it was spent appropriately? That makes me think of a famous quote: “All of this sounds very familiar. The government denied the billion dollar boondoggle at HRDC...” Who said that? The current Prime Minister in 2002. The Conservatives were outraged that the Liberals lost $1 billion, but they have lost three times as much. Why is that not outrageous to them?","missing funds at hrsdc"
"ndp3","1B","Mr. Speaker, they are trying to piss off the unions with Bill C-377 and irritate the people at VIA Rail, CBC and Canada Post. They are sticking their noses into the business of all those organizations, but meanwhile they do not even know what they did with $3 billion. We are not talking about $1 billion or $2 billion but $29 billion in taxes that they are unable to collect. They need to get their own house in order before they start meddling in the affairs of others. When these organizations have problems, the Conservatives say that those problems are not their responsibility and that the organizations are independent, yet, when it comes time to interfere for ideological reasons, these organizations can kiss their independence good-bye. The most ridiculous thing about this situation is that the Conservatives are saying that the bill will help to improve management. How can a minister who lost $3 billion claim that the CBC—","unknown"
"ndp3","1B","Mr. Speaker, back in 2002, the Conservatives talked about the fact that $1 billion missing by the Liberals was trying to be swept under the rug. The only change now is that the rug is blue. Now, another little surprise for everyone who likes freedom of the press, who likes the CBC, is to find out that there is now going to be somebody from the Conservatives sitting at the negotiating table. Our only question is this: Is the President of the Treasury Board now responsible for determining whether Peter Mansbridge is allowed to be paid more than Ezra Levant?","missing funds at hrsdc"
